GF DoITT Submitted to CB (A),Site ID,Latitude,Longitude,Borough,Zoning,Council District,Community Board,Street Address,Cross_Street 1,Cross_Street 2,Corner_location,Postcode,BID,Site in Business Improvement District (BID)?,Link In Historic District,NTA,GF Permit_Appl_Id,DoITT: DoITT NTP Issued (A),GF CB Comment Period Ends (A),DoITT: GF DoITT Submitted to CB (A),BIN,BBL,Census Tract,Location 1,Legacy ID,Site Type,Initial Submission (A),Final Submission (A)
07/20/2017,bk-01-GF33184,40.71870,-73.95923,Brooklyn,C2-4,33,301,120 NORTH 7 STREET,BERRY STREET,WYTHE AVENUE,,11249,,No,0,North Side-South Side,81929,,09/18/2017,07/20/2017,3392439,3023267501,3055500,"(40.7187031, -73.95922842)",LINK-021120,New Site,05/24/2017,
08/11/2017,qu-02-GF44319,40.74586,-73.95065,Queens,M1-4/R7A,26,402,46-10 11 STREET,46 ROAD,46 AVENUE,NW,11101,,No,0,Hunters Point-Sunnyside-West Maspeth,82043,,10/10/2017,08/10/2017,4435522,4000480025,4000700,"(40.745862, -73.950646)",LINK-021077,New Site,07/12/2017,
11/16/2017,bk-04-GF33189,40.69572,-73.93286,Brooklyn,C2-3,34,304,1013 BROADWAY,WILLOUGHBY AVENUE,SUYDAM STREET,NE,11221,,No,0,Bushwick South,82310,,01/15/2018,11/06/2017,3072828,3032040008,3039300,"(40.69572196, -73.93286182)",LINK-021125,New Site,09/15/2017,
09/21/2018,qu-07-GF44328,40.76369,-73.82852,Queens,C4-3,20,407,137-72 NORTHERN BOULEVARD,LEAVITT STREET,UNION STREET,SW,11354,,No,0,Flushing,82636,,11/20/2018,09/12/2018,4112353,4049770050,4086900,"(40.763686822487266, -73.82852007432388)",LINK-021086,New Site,04/02/2018,
09/21/2018,qu-07-GF44263,40.76402,-73.82704,Queens,C1-2,20,407,138-18 NORTHERN BOULEVARD,UNION STREET,BOWNE STREET,SE,11354,,No,0,Flushing,82610,,11/20/2018,09/12/2018,4113291,4050100028,4086500,"(40.76402168, -73.82703601)",LINK-021021,New Site,02/05/2018,
09/21/2018,qu-07-GF44266,40.76468,-73.82420,Queens,C1-2,20,407,141-43 NORTHERN BOULEVARD,PARSONS BOULEVARD,BOWNE STREET,NW,11354,,No,0,Flushing,82634,,11/20/2018,09/12/2018,4113394,4050120037,4116100,"(40.764682365166756, -73.82420213620446)",LINK-021024,New Site,03/12/2018,
09/21/2018,qu-07-GF44265,40.76438,-73.82490,Queens,C1-2,20,407,141-10 NORTHERN BOULEVARD,BOWNE STREET,PARSONS BOULEVARD,SW,11354,,No,0,Flushing,82616,,11/20/2018,09/12/2018,4113393,4050120033,4086500,"(40.76437509, -73.82490499)",LINK-021023,New Site,02/13/2018,
09/21/2018,qu-07-GF44267,40.76464,-73.82272,Queens,C1-2,20,407,144-10 NORTHERN BOULEVARD,PARSONS BOULEVARD,146 STREET,SE,11354,,No,0,Murray Hill,82612,,11/20/2018,09/12/2018,4113419,4050140009,4116300,"(40.76463751, -73.82271713)",LINK-021025,New Site,02/05/2018,
11/03/2017,qu-02-GF44307,40.74374,-73.95150,Queens,M1-4/R7A,26,402,18902 48 AVENUE,11 STREET,VERNON BOUELVARD,NW,11101,,No,0,Hunters Point-Sunnyside-West Maspeth,82048,,01/02/2018,11/09/2017,4000280,4000450022,4000700,"(40.74374245, -73.95149661)",LINK-021065,New Site,07/12/2017,
11/16/2017,bk-01-GF33172,40.70213,-73.93699,Brooklyn,M1-1,34,301,455 BUSHWICK AVENUE,COOK STREET,FLUSHING AVENUE,NE,11206,,No,0,Bushwick South,82286,,01/15/2018,11/06/2017,3000000,3031230002,3048500,"(40.70212685, -73.93698638)",LINK-021108,New Site,09/07/2017,
09/21/2018,qu-07-GF44272,40.76514,-73.81855,Queens,C1-2,20,407,147-20 NORTHERN BOULEVARD,147 STREET,149 STREET,MIDBLOCK,11354,,No,0,Murray Hill,82619,,11/20/2018,09/12/2018,4113528,4050160027,4116300,"(40.76513748, -73.81855277)",LINK-021030,New Site,02/13/2018,
08/11/2017,qu-02-GF44309,40.74655,-73.95041,Queens,M1-4/R6B,26,402,45-46 11 STREET,46 AVENUE,45 ROAD,SW,11101,,No,0,Hunters Point-Sunnyside-West Maspeth,82046,,10/10/2017,08/10/2017,4000401,4000490021,4000700,"(40.746551, -73.950413)",LINK-021067,New Site,07/12/2017,
09/21/2018,qu-07-GF44271,40.76479,-73.82146,Queens,C1-2,20,407,144-50 NORTHERN BOULEVARD,PARSONS BOULEVARD,146 STREET,SW,11354,,No,0,Murray Hill,82613,,11/20/2018,09/12/2018,4113423,4050140023,4116300,"(40.76478864, -73.82145813)",LINK-021029,New Site,02/05/2018,
08/11/2017,qu-02-GF44308,40.74518,-73.95087,Queens,M1-4/R7A,26,402,46-48 11 STREET,47 AVENUE,46 ROAD,NW,11101,,No,0,Hunters Point-Sunnyside-West Maspeth,82047,,10/10/2017,08/10/2017,4436608,4000477501,4000700,"(40.745179, -73.950868)",LINK-021066,New Site,07/12/2017,
08/31/2017,BX-05-GF22074,40.85798,-73.90191,Bronx,C1-4,14,205,2276 MORRIS AVENUE,EAST 183 STREET,EAST 182 STREET,,10453,,No,0,Fordham South,82025,,10/30/2017,08/22/2017,2013866,2031710019,2023704,"(40.85797839, -73.90191357)",LINK-020503,New Site,07/05/2017,
08/31/2017,BX-05-GF22073,40.85824,-73.90281,Bronx,C1-4,14,205,48 EAST 183 STREET,EAST 182 STREET,EAST 183 STREET,,10453,,No,0,Fordham South,82029,,10/30/2017,08/22/2017,2013991,2031820028,2023900,"(40.8582355, -73.90280539)",LINK-020502,New Site,07/05/2017,
08/31/2017,BX-05-GF22095,40.85929,-73.90675,Bronx,C1-4,14,205,80 WEST 183 STREET,AQUEDUCT AVENUE,GRAND AVENUE,,10453,,No,0,University Heights-Morris Heights,82024,,10/30/2017,08/22/2017,2014528,2032080036,2025100,"(40.85929432, -73.90674765)",LINK-020524,New Site,07/05/2017,
08/31/2017,BX-01-GF22094,40.81331,-73.92265,Bronx,C2-4,8,201,2686 3 AVENUE,EAST 143 STREET,EAST 144 STREET,NE,10454,,No,0,Mott Haven-Port Morris,82085,,10/30/2017,08/22/2017,2000650,2023060001,2004100,"(40.81330565, -73.92265486)",LINK-020523,New Site,07/28/2017,
08/31/2017,BX-01-GF22103,40.81197,-73.92533,Bronx,C2-4,8,201,2604 3 AVENUE,EAST 140 STREET,EAST 141 STREET,NE,10454,,No,0,Mott Haven-Port Morris,82093,,10/30/2017,08/22/2017,2000732,2023150001,2003900,"(40.81197078, -73.92532519)",LINK-020532,New Site,07/28/2017,
08/31/2017,BX-01-GF22102,40.81514,-73.91954,Bronx,C2-4,8,201,2793 3 AVENUE,EAST 147 STREET,EAST 148 STREET,NW,10455,,No,0,Melrose South-Mott Haven North,82087,,10/30/2017,08/22/2017,2000843,2023270031,2006500,"(40.81514244, -73.91953608)",LINK-020531,New Site,07/28/2017,
08/31/2017,BX-01-GF22122,40.81155,-73.92615,Bronx,C2-4,8,201,2576 3 AVENUE,EAST 139 STREET,EAST 140 STREET,NE,10454,,No,0,Mott Haven-Port Morris,82103,,10/30/2017,08/22/2017,2091105,2023140047,2003900,"(40.81154508, -73.92615137)",LINK-020551,New Site,07/28/2017,
08/31/2017,BX-01-GF22104,40.81362,-73.92213,Bronx,C2-4,8,201,2704 3 AVENUE,EAST 144 STREET,EAST 143 STREET,SE,10454,,No,0,Mott Haven-Port Morris,82090,,10/30/2017,08/22/2017,2000655,2023060008,2004100,"(40.81361896, -73.92212686)",LINK-020533,New Site,07/28/2017,
08/31/2017,BX-01-GF22124,40.81273,-73.92384,Bronx,C2-4,8,201,2640 3 AVENUE,EAST 142 STREET,EAST 141 STREET,SW,10454,,No,0,Mott Haven-Port Morris,82105,,10/30/2017,08/22/2017,2000752,2023150030,2004100,"(40.81273436, -73.923843)",LINK-020553,New Site,07/28/2017,
08/31/2017,BX-01-GF22123,40.81235,-73.92445,Bronx,C2-4,8,201,2628 3 AVENUE,3 AVENUE,ALEXANDER AVENUE,NE,10454,,No,0,Mott Haven-Port Morris,82104,,10/30/2017,08/22/2017,2000748,2023150025,2004100,"(40.81234863, -73.92444856)",LINK-020552,New Site,07/28/2017,
08/31/2017,BX-01-GF22125,40.81406,-73.92126,Bronx,C2-4,8,201,2712 3 AVENUE,EAST 145 STREET,EAST 144 STREET,SE,10454,,No,0,Mott Haven-Port Morris,82106,,10/30/2017,08/22/2017,2117376,2023060054,2004300,"(40.81406213, -73.92126362)",LINK-020554,New Site,07/28/2017,
07/20/2017,bk-01-146085,40.71471,-73.96652,Brooklyn,M3-1,33,301,33 SOUTH 2 STREET,KENT AVENUE,WYTHE AVENUE,NE,11249,,No,0,North Side-South Side,81956,01/16/2018 12:00:00 AM,09/18/2017,07/20/2017,3062886,3024030001,3055100,"(40.71470734, -73.96652497)",LINK-021303,New Site,06/08/2017,01/08/2018
02/14/2017,si-02-146098,40.58949,-74.10127,Staten Island,C1-1,50,502,1660 RICHMOND ROAD,BUEL AVENUE,LIBERTY AVENUE,NE,10304,,No,0,Old Town-Dongan Hills-South Beach,81709,04/11/2018 12:00:00 AM,04/15/2017,02/14/2017,5050551,5035300001,5011401,"(40.58948831, -74.10127071)",LINK-018411,New Site,09/16/2016,04/21/2017
04/15/2016,bx-04-145687,40.83154,-73.92264,Bronx,C1-4,8,204,1049 GERARD AVENUE,EAST 165 STREET,EAST 164 STREET,SW,10452,,No,0,West Concourse,81371,06/30/2016 12:00:00 AM,06/14/2016,04/15/2016,2002938,2024770015,2019500,"(40.831543, -73.92264499)",LINK-005435,New Site,,04/14/2016
04/15/2016,bx-07-145690,40.86704,-73.89654,Bronx,C1-3,14,207,30 EAST KINGSBRIDGE ROAD,MORRIS AVENUE,JEROME AVENUE,SW,10468,,No,0,Bedford Park-Fordham North,81349,07/06/2016 12:00:00 AM,06/14/2016,04/15/2016,2014144,2031910043,2040100,"(40.867038, -73.896537)",LINK-005579,New Site,,04/14/2016
02/14/2017,si-02-146099,40.57739,-74.10267,Staten Island,C2-1,50,502,2154 HYLAN BOULEVARD,ZWICKY AVENUE,MIDLAND AVENUE,SE,10306,,No,0,New Dorp-Midland Beach,81719,04/11/2018 12:00:00 AM,04/15/2017,02/14/2017,5053558,5036910011,5011202,"(40.57739083, -74.10267054)",LINK-005418,New Site,10/05/2016,04/21/2017
04/15/2016,bx-01-145688,40.81889,-73.92921,Bronx,M1-4/R8A,17,201,518 GERARD AVENUE,EAST 149 STREET,EAST 148 STREET,SE,10451,,No,0,West Concourse,81357,06/30/2016 12:00:00 AM,06/14/2016,04/15/2016,2001091,2023500039,2006300,"(40.81888599, -73.92921294)",LINK-005422,New Site,,04/14/2016
04/15/2016,bx-07-145689,40.86659,-73.89565,Bronx,C1-3,14,207,60 EAST KINGSBRIDGE ROAD,CRESTON AVENUE,MORRIS AVENUE,SW,10468,,No,0,Bedford Park-Fordham North,81352,06/30/2016 12:00:00 AM,06/14/2016,04/15/2016,2094669,2031770031,2040100,"(40.86658827, -73.89565372)",LINK-005582,New Site,,04/14/2016
11/30/2016,bk-03-GF3096,40.67883,-73.91975,Brooklyn,C2-4,41,303,1915 FULTON STREET,HOWARD AVENUE,,,11233,,No,0,Stuyvesant Heights,81534,,01/29/2017,11/30/2016,3041574,3015300005,3037900,"(40.67883198, -73.91975229)",LINK-018125,New Site,08/23/2016,
10/05/2016,BX-05-GF2048,40.85297,-73.90480,Bronx,C1-4,14,205,125 EAST BURNSIDE AVENUE,MORRIS AVENUE,CRESTON AVENUE,,10453,,No,0,Mount Hope,81641,,12/04/2016,10/05/2016,2013846,2031690059,2024100,"(40.85297, -73.9048)",LINK-018396,New Site,09/28/2016,
11/30/2016,si-02-GF5026,40.57158,-74.10882,Staten Island,C8-1,50,502,2445 HYLAN BOULEVARD,BACHE AVENUE,JACQUES AVENUE,,10306,,No,0,New Dorp-Midland Beach,81700,,01/29/2017,11/30/2016,5052856,5036480057,5012200,"(40.57157581, -74.10882191)",LINK-018380,New Site,09/16/2016,
