AP Device Name,Boro,CB,PPT ID,Street Address,Latitude,Longitude,SSID(s),Uptime %,Number of Unique Clients,Number of Sessions,Minutes Used,MB Transferred (upload),MB Transferred (download),MB Transferred (total),Daily Avg - Number of Unique Clients,Daily Avg - Number of Sessions,Daily Avg - Minutes Used,Daily Avg - MB Transferred (upload),Daily Avg - MB Transferred (download),Daily Avg - MB Transferred (total)
bx-04-119048,bx,4,119048,105 EAST 165 STREET,40.831467,-73.921747,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,950","46,435","198,872","35,487","300,125","335,613",321,"1,498","6,415","1,145","9,681","10,826"
bx-04-119077,bx,4,119077,271 EAST 161 STREET,40.82560474,-73.91825809,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,016","78,053","235,360","45,153","338,642","383,795",678,"2,518","7,592","1,457","10,924","12,380"
bx-04-119146,bx,4,119146,135 EAST 149 STREET,40.818942,-73.92837,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"19,842","58,248","217,189","24,240","197,068","221,307",640,"1,879","7,006",782,"6,357","7,139"
bx-04-119152,bx,4,119152,1211 GRANDVIEW PLACE,40.83490416,-73.9182259,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,769","30,410","80,932","17,675","105,545","123,220",315,981,"2,611",570,"3,405","3,975"
bx-04-119157,bx,4,119157,96 EAST 170 STREET,40.839445,-73.915848,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"27,093","144,479","536,972","99,399","889,896","989,296",874,"4,661","17,322","3,206","28,706","31,913"
bx-04-119159,bx,4,119159,72 EAST 161 STREET,40.82735593,-73.92522252,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"32,403","123,191","261,036","23,430","130,144","153,574","1,045","3,974","8,421",756,"4,198","4,954"
bx-04-119160,bx,4,119160,52 EAST 161 STREET,40.82755199,-73.92590252,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"60,360","216,791","574,175","116,155","687,787","803,942","1,947","6,993","18,522","3,747","22,187","25,934"
bx-04-140582,bx,4,140582,597 GRAND CONCOURSE,40.819886,-73.926847,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"22,306","73,175","242,920","52,953","364,439","417,392",720,"2,360","7,836","1,708","11,756","13,464"
bx-04-145687,bx,4,145687,1049 GERARD AVENUE,40.831543,-73.92264499,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,160","60,291","333,890","54,451","593,337","647,787",489,"1,945","10,771","1,756","19,140","20,896"
bx-04-145838,bx,4,145838,1605 WALTON AVENUE,40.84388121,-73.91292955,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,934","38,933","168,251","33,228","224,816","258,043",288,"1,256","5,427","1,072","7,252","8,324"
bx-04-145851,bx,4,145851,84 EAST 167 STREET,40.83513298,-73.91979703,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"14,848","67,148","250,195","72,881","411,173","484,054",479,"2,166","8,071","2,351","13,264","15,615"
bx-04-145925,bx,4,145925,1579 JEROME AVENUE,40.84425807,-73.91496083,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"31,127","101,842","306,194","59,375","429,488","488,863","1,004","3,285","9,877","1,915","13,854","15,770"
bx-04-146072,bx,4,146072,2 EAST 172 STREET,40.84220263,-73.91603242,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,977","40,724","146,130","19,523","133,989","153,513",515,"1,314","4,714",630,"4,322","4,952"
bx-05-102420,bx,5,102420,126 EAST 183 STREET,40.857756,-73.901091,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"8,217","56,084","349,346","61,907","849,815","911,722",265,"1,809","11,269","1,997","27,413","29,410"
bx-05-111414,bx,5,111414,8 WEST BURNSIDE AVENUE,40.853764,-73.907899,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"16,945","58,776","216,511","24,471","268,116","292,587",547,"1,896","6,984",789,"8,649","9,438"
bx-05-111503,bx,5,111503,305 EAST BURNSIDE AVENUE,40.85054841,-73.90095411,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,628","52,571","146,727","47,781","217,687","265,468",343,"1,696","4,733","1,541","7,022","8,563"
bx-05-111577,bx,5,111577,111 EAST BURNSIDE AVENUE,40.853028,-73.905076,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,337","42,045","214,152","32,385","338,777","371,161",301,"1,356","6,908","1,045","10,928","11,973"
bx-05-113539,bx,5,113539,70 WEST BURNSIDE AVENUE,40.85434622,-73.91021789,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,114","45,229","139,614","20,199","223,191","243,389",326,"1,459","4,504",652,"7,200","7,851"
bx-05-116218,bx,5,116218,2461 WEBSTER AVENUE,40.86021467,-73.89305944,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,846","50,644","282,645","38,794","570,395","609,189",414,"1,634","9,118","1,251","18,400","19,651"
bx-05-119566,bx,5,119566,1999 UNIVERSITY AVENUE,40.854764,-73.911439,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,535","80,269","311,144","34,201","591,989","626,190",533,"2,589","10,037","1,103","19,096","20,200"
bx-05-119569,bx,5,119569,2454 CRESTON AVENUE,40.86215226,-73.89839588,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"21,654","69,818","143,141","10,129","78,695","88,823",699,"2,252","4,617",327,"2,539","2,865"
bx-05-119570,bx,5,119570,100 EAST 188 STREET,40.86208577,-73.89952057,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"36,842","144,050","325,949","25,356","162,275","187,631","1,188","4,647","10,514",818,"5,235","6,053"
bx-05-119573,bx,5,119573,2454 WALTON AVENUE,40.86231329,-73.90031404,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"29,070","110,374","344,909","56,438","455,760","512,198",938,"3,560","11,126","1,821","14,702","16,523"
bx-05-119575,bx,5,119575,2437 GRAND CONCOURSE,40.861349,-73.898023,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"34,343","120,749","312,842","38,915","279,173","318,088","1,108","3,895","10,092","1,255","9,006","10,261"
bx-05-119587,bx,5,119587,150 EAST 188 STREET,40.86165512,-73.89858091,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,791","74,838","180,571","18,171","144,094","162,265",445,"2,414","5,825",586,"4,648","5,234"
bx-05-119590,bx,5,119590,104 EAST BURNSIDE AVENUE,40.85304298,-73.90555222,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,894","66,551","255,401","31,772","424,363","456,135",480,"2,147","8,239","1,025","13,689","14,714"
bx-05-119592,bx,5,119592,101 EAST BURNSIDE AVENUE,40.853157,-73.905403,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,601","38,041","323,586","32,278","598,313","630,591",310,"1,227","10,438","1,041","19,300","20,342"
bx-05-119597,bx,5,119597,1966 JEROME AVENUE,40.85187831,-73.90897566,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"24,378","73,440","192,878","33,334","247,034","280,369",786,"2,369","6,222","1,075","7,969","9,044"
bx-05-119598,bx,5,119598,51 EAST TREMONT AVENUE,40.851329,-73.908266,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,700","43,750","151,812","24,400","276,409","300,809",377,"1,411","4,897",787,"8,916","9,704"
bx-05-119606,bx,5,119606,2374 JEROME AVENUE,40.86063,-73.902369,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"19,188","68,934","278,123","52,232","639,900","692,132",619,"2,224","8,972","1,685","20,642","22,327"
bx-05-119610,bx,5,119610,48 WEST BURNSIDE AVENUE,40.85384203,-73.90938798,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,964","48,619","142,720","15,280","134,460","149,740",354,"1,568","4,604",493,"4,337","4,830"
bx-05-119613,bx,5,119613,1 WEST BURNSIDE AVENUE,40.85393036,-73.90750182,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"25,009","97,729","308,943","46,069","363,606","409,674","25,009","97,729","308,943","46,069","363,606","409,674"
bx-05-119628,bx,5,119628,200 EAST 184 STREET,40.85915372,-73.89855259,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"20,101","81,525","255,330","65,056","623,301","688,356",648,"2,630","8,236","2,099","20,106","22,205"
bx-05-119631,bx,5,119631,1876 JEROME AVENUE,40.849486,-73.910931,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"23,393","68,267","234,132","25,970","219,257","245,227",755,"2,202","7,553",838,"7,073","7,911"
bx-05-119638,bx,5,119638,2493 VALENTINE AVENUE,40.86205098,-73.89607854,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"33,421","115,059","311,637","30,056","214,070","244,127","1,078","3,712","10,053",970,"6,905","7,875"
bx-05-119648,bx,5,119648,2463 VALENTINE AVENUE,40.86117438,-73.89644355,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,246","57,182","186,859","41,197","374,627","415,823",427,"1,845","6,028","1,329","12,085","13,414"
bx-05-119659,bx,5,119659,375 EAST 188 STREET,40.860027,-73.893343,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,966","99,001","809,479","127,927","3,300,329","3,428,257",483,"3,194","26,112","4,127","106,462","110,589"
bx-05-123185,bx,5,123185,23 WEST BURNSIDE AVENUE,40.853881,-73.908662,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,361","68,753","284,663","43,156","439,977","483,133","15,361","68,753","284,663","43,156","439,977","483,133"
bx-05-123186,bx,5,123186,1846 JEROME AVENUE,40.84873,-73.91147,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"29,599","107,408","272,897","43,637","495,516","539,153",955,"3,465","8,803","1,408","15,984","17,392"
bx-05-138759,bx,5,138759,1831 WEBSTER AVENUE,40.846169,-73.901951,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,661","27,137","67,629","10,971","92,244","103,215",408,875,"2,182",354,"2,976","3,330"
bx-05-145839,bx,5,145839,69 EAST 176 STREET,40.84833,-73.9099,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",98.93%,"7,602","53,707","318,725","51,757","523,918","575,674",245,"1,732","10,281","1,670","16,901","18,570"
bx-05-145959,bx,5,145959,202 EAST 188 STREET,40.86115,-73.8974,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,895","46,125","128,229","21,374","86,019","107,393",480,"1,488","4,136",689,"2,775","3,464"
bx-05-146094,bx,5,146094,2 CLIFFORD PLACE,40.846434,-73.912958,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,128","21,084","47,604","5,993","38,631","44,624",618,"1,171","2,645",333,"2,146","2,479"
bx-05-146095,bx,5,146095,1750 JEROME AVENUE,40.84779956,-73.91213693,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"17,407","41,610","92,744","13,649","90,612","104,261",967,"2,312","5,152",758,"5,034","5,792"
bx-05-146097,bx,5,146097,1 EAST 177 STREET,40.850173,-73.91028173,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,347","35,579","120,412","12,923","128,053","140,976",742,"1,977","6,690",718,"7,114","7,832"
bx-06-101312,bx,6,101312,1917 SOUTHERN BOULEVARD,40.84183354,-73.88597436,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"5,281","18,852","92,207","12,680","145,662","158,342",278,992,"4,853",667,"7,666","8,334"
bx-06-118922,bx,6,118922,1901 WASHINGTON AVENUE,40.84692617,-73.89822056,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,686","41,796","105,147","23,243","196,987","220,230",474,"1,348","3,392",750,"6,354","7,104"
bx-06-118932,bx,6,118932,1848 WEBSTER AVENUE,40.84664641,-73.90139163,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,421","24,661","79,150","10,228","69,998","80,226",336,796,"2,553",330,"2,258","2,588"
bx-06-119378,bx,6,119378,400 EAST TREMONT AVENUE,40.8475737,-73.90076644,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"24,888","81,977","283,716","43,686","400,513","444,199",803,"2,644","9,152","1,409","12,920","14,329"
bx-06-119388,bx,6,119388,1948 WEBSTER AVENUE,40.84909302,-73.90003051,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",76.64%,"11,251","35,075","104,695","28,257","175,043","203,299",363,"1,131","3,377",912,"5,647","6,558"
bx-06-119390,bx,6,119390,426 EAST TREMONT AVENUE,40.84740591,-73.89994835,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,887","41,736","113,449","19,395","153,467","172,862",512,"1,346","3,660",626,"4,951","5,576"
bx-06-119558,bx,6,119558,631 EAST TREMONT AVENUE,40.84618976,-73.89219433,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"5,726","16,239","46,319","21,598","61,038","82,636",318,902,"2,573","1,200","3,391","4,591"
bx-06-144410,bx,6,144410,1961 ARTHUR AVENUE,40.84652245,-73.89339767,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,091","27,746","81,527","20,371","129,956","150,327",539,"1,850","5,435","1,358","8,664","10,022"
bx-06-146096,bx,6,146096,4201 3 AVENUE,40.84647676,-73.89639316,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,026","12,967","38,746","5,542","29,509","35,051","1,205","2,593","7,749","1,108","5,902","7,010"
bx-07-111540,bx,7,111540,2408 UNIVERSITY AVENUE,40.86311405,-73.90457508,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"15,538","93,570","428,686","72,894","775,300","848,194",501,"3,018","13,829","2,351","25,010","27,361"
bx-07-117868,bx,7,117868,2415 JEROME AVENUE,40.86176218,-73.90196472,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"19,329","48,916","122,034","15,514","125,463","140,976",624,"1,578","3,937",500,"4,047","4,548"
bx-07-119564,bx,7,119564,48 WEST FORDHAM ROAD,40.86264365,-73.90324404,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"20,379","87,190","338,268","51,951","497,878","549,829",657,"2,813","10,912","1,676","16,061","17,736"
bx-07-119749,bx,7,119749,2 EAST KINGSBRIDGE ROAD,40.86732884,-73.89719293,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"19,766","75,944","248,111","42,683","459,236","501,919",638,"2,450","8,004","1,377","14,814","16,191"
bx-07-119760,bx,7,119760,2663 JEROME AVENUE,40.86737055,-73.89764488,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,810","113,260","295,839","30,360","348,281","378,641",704,"3,654","9,543",979,"11,235","12,214"
bx-07-119787,bx,7,119787,95 WEST FORDHAM ROAD,40.86285548,-73.90454701,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"21,723","98,180","360,552","59,872","466,375","526,246",701,"3,167","11,631","1,931","15,044","16,976"
bx-07-119793,bx,7,119793,385 EAST FORDHAM ROAD,40.86199332,-73.89182996,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.46%,"40,468","163,458","825,877","118,893","646,893","765,785","1,305","5,273","26,641","3,835","20,868","24,703"
bx-07-119802,bx,7,119802,319 EAST KINGSBRIDGE ROAD,40.86234731,-73.8938944,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",59.60%,"22,765","72,820","223,119","47,082","399,914","446,996",734,"2,349","7,197","1,519","12,900","14,419"
bx-07-119873,bx,7,119873,26 WEST KINGSBRIDGE ROAD,40.867627,-73.89873,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,966","41,710","112,721","14,220","199,587","213,807",386,"1,345","3,636",459,"6,438","6,897"
bx-07-119874,bx,7,119874,56 WEST KINGSBRIDGE ROAD,40.86782871,-73.8995757,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,833","52,392","155,428","23,710","318,762","342,472",414,"1,690","5,014",765,"10,283","11,047"
bx-07-144372,bx,7,144372,2338 LORING PLACE NORTH,40.862685,-73.907548,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,124","61,148","169,405","31,565","238,053","269,618",520,"1,973","5,465","1,018","7,679","8,697"
bx-07-145689,bx,7,145689,60 EAST KINGSBRIDGE ROAD,40.86658827,-73.89565372,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"14,141","53,931","141,190","24,088","250,563","274,651",456,"1,740","4,555",777,"8,083","8,860"
bx-07-145690,bx,7,145690,30 EAST KINGSBRIDGE ROAD,40.867038,-73.896537,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,507","87,276","232,831","26,159","204,626","230,785",468,"2,815","7,511",844,"6,601","7,445"
bx-07-145840,bx,7,145840,2495 JEROME AVENUE,40.86366546,-73.90051187,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,962","106,175","552,667","62,897","727,515","790,412",708,"3,425","17,828","2,029","23,468","25,497"
bx-07-145853,bx,7,145853,2620 BRIGGS AVENUE,40.86487,-73.8928,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"5,025","53,533","341,698","41,092","481,755","522,847",162,"1,727","11,023","1,326","15,540","16,866"
bx-07-145924,bx,7,145924,82 WEST KINGSBRIDGE ROAD,40.86810029,-73.90070588,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"15,442","75,585","201,017","28,028","145,933","173,961",498,"2,438","6,484",904,"4,708","5,612"
bx-07-145933,bx,7,145933,2616 JEROME AVENUE,40.86676519,-73.89780278,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",97.99%,"14,793","66,042","269,171","33,940","303,822","337,762",477,"2,130","8,683","1,095","9,801","10,896"
bx-08-145850,bx,8,145850,119 WEST KINGSBRIDGE ROAD,40.86869849,-73.9021009,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,223","36,869","130,948","21,020","271,743","292,764",298,"1,189","4,224",678,"8,766","9,444"
mn-01-108445,mn,1,108445,23 WALKER STREET,40.719679,-74.004974,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"31,131","67,979","159,922","47,871","233,564","281,434","1,004","2,193","5,159","1,544","7,534","9,079"
mn-01-109587,mn,1,109587,249 CHURCH STREET,40.71772575,-74.00560969,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"17,780","41,944","132,686","26,809","187,361","214,170",574,"1,353","4,280",865,"6,044","6,909"
mn-01-122275,mn,1,122275,250 CHURCH STREET,40.71780497,-74.00581491,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",66.31%,"7,662","13,846","38,646","7,969","59,265","67,235",247,447,"1,247",257,"1,912","2,169"
mn-01-122319,mn,1,122319,106 LAFAYETTE STREET,40.7180331,-74.00101556,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"42,278","132,210","271,376","16,828","113,237","130,065","1,364","4,265","8,754",543,"3,653","4,196"
mn-01-122911,mn,1,122911,227 CHURCH STREET,40.71693937,-74.00622249,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,750","31,293","81,539","20,373","145,763","166,136",476,"1,009","2,630",657,"4,702","5,359"
mn-01-123002,mn,1,123002,55 WATER STREET,40.70331108,-74.00998457,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"22,277","111,537","344,328","73,432","413,439","486,871",719,"3,598","11,107","2,369","13,337","15,706"
mn-01-123076,mn,1,123076,110 MAIDEN LANE,40.70624185,-74.00624351,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"23,058","69,993","213,597","51,678","316,187","367,865",744,"2,258","6,890","1,667","10,200","11,867"
mn-01-123431,mn,1,123431,45 LAFAYETTE STREET,40.716033,-74.00257,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"19,628","43,956","130,364","36,724","269,353","306,077",633,"1,418","4,205","1,185","8,689","9,873"
mn-01-135575,mn,1,135575,95 WALL STREET,40.70504418,-74.00732188,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"28,324","83,949","269,783","84,343","440,910","525,253",914,"2,708","8,703","2,721","14,223","16,944"
mn-01-137026,mn,1,137026,195 HUDSON STREET,40.72311759,-74.00813878,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,051","14,603","41,684","13,100","148,064","161,164",227,471,"1,345",423,"4,776","5,199"
mn-01-137165,mn,1,137165,101 LAFAYETTE STREET,40.717828,-74.000962,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,677","12,895","45,922","10,255","64,633","74,888",215,416,"1,481",331,"2,085","2,416"
mn-01-137333,mn,1,137333,80 LAFAYETTE STREET,40.71724104,-74.00173929,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,236","30,508","119,282","21,013","218,546","239,559",298,984,"3,848",678,"7,050","7,728"
mn-01-137399,mn,1,137399,125 WORTH STREET,40.71548409,-74.00266673,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",89.93%,"7,878","16,354","57,338","10,675","87,061","97,736",415,861,"3,018",562,"4,582","5,144"
mn-01-137940,mn,1,137940,90 LAFAYETTE STREET,40.71748211,-74.00151938,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,683","56,408","341,721","126,965","496,269","623,234",312,"1,820","11,023","4,096","16,009","20,104"
mn-01-138237,mn,1,138237,60 LAFAYETTE STREET,40.716682,-74.002253,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"28,013","71,249","233,260","38,041","345,639","383,680",904,"2,298","7,525","1,227","11,150","12,377"
mn-01-138618,mn,1,138618,201 HUDSON STREET,40.72340371,-74.00808439,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"19,125","38,222","83,228","16,752","130,394","147,147",617,"1,233","2,685",540,"4,206","4,747"
mn-01-145538,mn,1,145538,200 HUDSON STREET,40.72287042,-74.00797977,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"3,418","7,905","20,869","7,499","100,743","108,242",110,255,673,242,"3,250","3,492"
mn-02-100727,mn,2,100727,178 BOWERY,40.72059636,-73.99407509,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"26,814","51,603","168,192","21,701","211,720","233,421",865,"1,665","5,426",700,"6,830","7,530"
mn-02-120512,mn,2,120512,425 6 AVENUE,40.73439251,-73.99915159,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",31.28%,"10,216","18,441","45,868","13,957","54,564","68,521",330,595,"1,480",450,"1,760","2,210"
mn-02-122264,mn,2,122264,375 6 AVENUE,40.73288433,-74.00023841,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"44,020","100,605","261,843","83,238","340,185","423,424","1,420","3,245","8,447","2,685","10,974","13,659"
mn-02-122330,mn,2,122330,241 CANAL STREET,40.71819776,-74.000048,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"67,056","163,787","430,916","109,890","452,594","562,484","2,163","5,283","13,901","3,545","14,600","18,145"
mn-02-123086,mn,2,123086,799 BROADWAY,40.73239147,-73.99138693,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"44,387","103,268","267,588","80,773","303,414","384,188","1,432","3,331","8,632","2,606","9,788","12,393"
mn-02-123117,mn,2,123117,263 6 AVENUE,40.7295577,-74.00238535,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"34,071","75,408","210,383","71,652","262,705","334,357","1,099","2,433","6,787","2,311","8,474","10,786"
mn-02-123120,mn,2,123120,475 6 AVENUE,40.73598356,-73.99799012,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"30,377","70,379","190,104","53,016","239,524","292,540",980,"2,270","6,132","1,710","7,727","9,437"
mn-02-123538,mn,2,123538,220 WEST 14 STREET,40.73899661,-74.0009461,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"22,897","47,064","135,665","19,345","156,737","176,082",739,"1,518","4,376",624,"5,056","5,680"
mn-02-123539,mn,2,123539,200 WEST 14 STREET,40.73857046,-73.99993241,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"50,001","121,926","381,597","88,230","520,559","608,788","1,613","3,933","12,310","2,846","16,792","19,638"
mn-02-123540,mn,2,123540,75 8 AVENUE,40.73967748,-74.00273531,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"40,946","103,560","151,767","13,559","47,642","61,201","1,321","3,341","4,896",437,"1,537","1,974"
mn-02-123542,mn,2,123542,18 WEST 14 STREET,40.736387,-73.994742,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"35,246","77,479","256,449","48,479","305,901","354,380","1,137","2,499","8,273","1,564","9,868","11,432"
mn-02-123547,mn,2,123547,120 WEST 14 STREET,40.737805,-73.998106,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,243","21,525","50,629","6,725","22,374","29,099",395,694,"1,633",217,722,939
mn-02-123559,mn,2,123559,201 6 AVENUE,40.72711527,-74.00350218,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"23,867","57,806","123,972","31,533","138,244","169,777",770,"1,865","3,999","1,017","4,459","5,477"
mn-02-123595,mn,2,123595,284 HUDSON STREET,40.72533498,-74.00755377,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,855","33,108","110,701","198,331","172,409","370,741",318,"1,068","3,571","6,398","5,562","11,959"
mn-02-123600,mn,2,123600,1 ST. LUKE'S PLACE,40.73025769,-74.00662855,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,002","43,052","143,120","31,758","251,596","283,354",387,"1,389","4,617","1,024","8,116","9,140"
mn-02-123606,mn,2,123606,98 KING STREET,40.72797798,-74.00698658,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,694","47,199","165,269","34,916","254,928","289,843",409,"1,523","5,331","1,126","8,223","9,350"
mn-02-123611,mn,2,123611,482 HUDSON STREET,40.73230778,-74.00641536,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,672","38,245","127,319","24,285","211,065","235,350",538,"1,234","4,107",783,"6,809","7,592"
