AP Device Name,Boro,CB,PPT ID,Street Address,Latitude,Longitude,SSID(s),Uptime %,Number of Unique Clients,Number of Sessions,Minutes Used,MB Transferred (upload),MB Transferred (download),MB Transferred (total),Daily Avg - Number of Unique Clients,Daily Avg - Number of Sessions,Daily Avg - Minutes Used,Daily Avg - MB Transferred (upload),Daily Avg - MB Transferred (download),Daily Avg - MB Transferred (total)
mn-06-133338,mn,6,133338,147 3 AVENUE,40.734031,-73.986488,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,016","11,912","26,586","4,021","42,287","46,308",226,384,858,130,"1,364","1,494"
mn-06-133339,mn,6,133339,165 3 AVENUE,40.73447281,-73.98617513,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,986","37,717","117,587","30,518","140,361","170,879",548,"1,217","3,793",984,"4,528","5,512"
mn-06-133365,mn,6,133365,140 EAST 57 STREET,40.76063098,-73.96867055,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"33,889","91,795","293,002","52,358","482,638","534,996","1,093","2,961","9,452","1,689","15,569","17,258"
mn-06-133433,mn,6,133433,974 3 AVENUE,40.76109516,-73.96707578,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"28,617","72,371","186,559","21,210","202,598","223,808",923,"2,335","6,018",684,"6,535","7,220"
mn-06-133436,mn,6,133436,939 3 AVENUE,40.76000519,-73.96756751,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"20,507","40,598","106,120","10,077","145,218","155,295",662,"1,310","3,423",325,"4,684","5,010"
mn-06-133439,mn,6,133439,675 3 AVENUE,40.75096552,-73.97414806,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,975","27,603","90,018","7,736","48,696","56,432",483,890,"2,904",250,"1,571","1,820"
mn-06-133440,mn,6,133440,233 3 AVENUE,40.73642647,-73.98474973,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",92.75%,"10,491","17,905","44,356","4,353","32,792","37,144",338,578,"1,431",140,"1,058","1,198"
mn-06-133465,mn,6,133465,451 3 AVENUE,40.743876,-73.979316,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,564","56,033","166,483","22,107","188,017","210,124",696,"1,808","5,370",713,"6,065","6,778"
mn-06-133470,mn,6,133470,521 3 AVENUE,40.746217,-73.977614,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"18,402","45,588","148,709","31,018","236,468","267,486",594,"1,471","4,797","1,001","7,628","8,629"
mn-06-133472,mn,6,133472,845 3 AVENUE,40.75650489,-73.97011147,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,620","50,246","159,028","12,542","86,591","99,133",697,"1,621","5,130",405,"2,793","3,198"
mn-06-133473,mn,6,133473,760 3 AVENUE,40.754092,-73.97218,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,552","26,327","73,531","9,163","93,757","102,920",373,849,"2,372",296,"3,024","3,320"
mn-06-133477,mn,6,133477,845 3 AVENUE,40.75691135,-73.96981621,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"30,090","102,348","218,392","19,908","214,182","234,089",971,"3,302","7,045",642,"6,909","7,551"
mn-06-133481,mn,6,133481,969 3 AVENUE,40.76064429,-73.96710117,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"20,973","41,096","108,092","12,060","138,799","150,859",677,"1,326","3,487",389,"4,477","4,866"
mn-06-133521,mn,6,133521,188 3 AVENUE,40.73534819,-73.98584567,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,018","33,312","92,163","13,488","126,389","139,877",452,"1,075","2,973",435,"4,077","4,512"
mn-06-133525,mn,6,133525,220 3 AVENUE,40.73633169,-73.98512348,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"8,597","19,450","61,591","14,619","62,300","76,919",277,627,"1,987",472,"2,010","2,481"
mn-06-133527,mn,6,133527,205 3 AVENUE,40.736214,-73.9849,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.60%,"10,724","21,849","57,410","6,780","45,973","52,753",346,705,"1,852",219,"1,483","1,702"
mn-06-133531,mn,6,133531,180 3 AVENUE,40.73476963,-73.98625935,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,775","25,271","116,415","20,532","199,566","220,098",315,815,"3,755",662,"6,438","7,100"
mn-06-133555,mn,6,133555,99 EAST 34 STREET,40.74705459,-73.98106107,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"23,130","47,019","129,417","23,286","161,478","184,763",746,"1,517","4,175",751,"5,209","5,960"
mn-06-133664,mn,6,133664,221 LEXINGTON AVENUE,40.74582381,-73.98003507,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"23,541","53,155","123,160","23,503","128,074","151,577",759,"1,715","3,973",758,"4,131","4,890"
mn-06-133709,mn,6,133709,522 2 AVENUE,40.74171074,-73.97797283,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,261","21,469","44,891","3,107","26,845","29,952",331,693,"1,448",100,866,966
mn-06-133818,mn,6,133818,241 MADISON AVENUE,40.74998234,-73.98123607,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"33,446","87,008","298,174","83,304","475,693","558,996","1,079","2,807","9,619","2,687","15,345","18,032"
mn-06-133890,mn,6,133890,205 3 AVENUE,40.735839,-73.985171,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,057","19,004","47,867","4,030","36,062","40,092",324,613,"1,544",130,"1,163","1,293"
mn-06-133896,mn,6,133896,141 3 AVENUE,40.73384075,-73.98663439,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,906","22,255","56,909","9,176","101,669","110,845",352,718,"1,836",296,"3,280","3,576"
mn-06-134118,mn,6,134118,892 3 AVENUE,40.75827505,-73.96912972,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.60%,"18,526","46,223","136,965","9,351","81,933","91,284",598,"1,491","4,418",302,"2,643","2,945"
mn-06-134218,mn,6,134218,201 EAST 57 STREET,40.76020693,-73.96717705,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.60%,"19,199","44,751","130,346","20,075","257,957","278,032",619,"1,444","4,205",648,"8,321","8,969"
mn-06-134374,mn,6,134374,479 2 AVENUE,40.74036856,-73.9792518,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",50.74%,"9,276","21,367","62,378","6,194","82,385","88,579",299,689,"2,012",200,"2,658","2,857"
mn-06-134533,mn,6,134533,364 2 AVENUE,40.7367472,-73.98160829,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.73%,"20,326","38,355","77,200","5,835","45,060","50,895",656,"1,237","2,490",188,"1,454","1,642"
mn-06-134535,mn,6,134535,380 2 AVENUE,40.737088,-73.9813679,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,090","9,386","19,234","1,121","11,667","12,788",196,303,620,36,376,413
mn-06-134536,mn,6,134536,201 3 AVENUE,40.737597,-73.98389,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"20,475","48,216","103,764","18,397","98,781","117,178",660,"1,555","3,347",593,"3,186","3,780"
mn-06-134561,mn,6,134561,416 3 AVENUE,40.7430352,-73.98024173,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,839","20,377","51,124","7,878","57,266","65,145",350,657,"1,649",254,"1,847","2,101"
mn-06-134564,mn,6,134564,371 2 AVENUE,40.73675561,-73.98186157,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,238","9,079","18,754",604,"9,466","10,070",201,293,605,19,305,325
mn-06-134618,mn,6,134618,370 3 AVENUE,40.74129079,-73.98151176,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"7,837","16,871","47,269","6,137","53,682","59,819",253,544,"1,525",198,"1,732","1,930"
mn-06-134654,mn,6,134654,412 3 AVENUE,40.742736,-73.98045937,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",86.17%,"6,972","13,434","35,569","3,379","22,491","25,870",225,433,"1,147",109,726,835
mn-06-134657,mn,6,134657,712 2 AVENUE,40.74739525,-73.97382819,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,201","42,506","122,445","13,204","151,305","164,509",684,"1,371","3,950",426,"4,881","5,307"
mn-06-134661,mn,6,134661,733 2 AVENUE,40.74812083,-73.97360371,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,374","23,685","69,429","10,805","57,088","67,893",399,764,"2,240",349,"1,842","2,190"
mn-06-134680,mn,6,134680,81 LEXINGTON AVENUE,40.741481,-73.983198,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,260","15,562","42,639","6,866","46,345","53,211",234,502,"1,375",221,"1,495","1,716"
mn-06-134832,mn,6,134832,476 2 AVENUE,40.74023291,-73.97904816,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,724","32,516","94,609","18,172","192,793","210,965",410,"1,049","3,052",586,"6,219","6,805"
mn-06-134843,mn,6,134843,241 1 AVENUE,40.73160198,-73.98254791,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"35,344","100,088","228,103","33,102","202,220","235,323","1,140","3,229","7,358","1,068","6,523","7,591"
mn-06-134845,mn,6,134845,541 3 AVENUE,40.74685005,-73.97715884,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"18,754","31,717","85,287","11,808","59,503","71,311",605,"1,023","2,751",381,"1,919","2,300"
mn-06-134920,mn,6,134920,438 3 AVENUE,40.74349362,-73.97990736,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,521","35,691","132,172","24,194","308,741","332,935",436,"1,151","4,264",780,"9,959","10,740"
mn-06-134921,mn,6,134921,341 3 AVENUE,40.74021823,-73.98198848,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,154","12,584","33,928","1,822","19,557","21,379",199,406,"1,094",59,631,690
mn-06-134922,mn,6,134922,411 3 AVENUE,40.742433,-73.980371,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,181","27,948","93,190","19,058","119,374","138,432",361,902,"3,006",615,"3,851","4,466"
mn-06-134971,mn,6,134971,345 2 AVENUE,40.73616484,-73.98229109,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"23,924","49,708","111,993","17,614","109,569","127,183",772,"1,603","3,613",568,"3,534","4,103"
mn-06-135228,mn,6,135228,415 2 AVENUE,40.7385025,-73.98061045,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"17,123","41,760","87,953","6,025","61,401","67,426",552,"1,347","2,837",194,"1,981","2,175"
mn-06-135586,mn,6,135586,633 3 AVENUE,40.74965755,-73.97510442,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,911","34,613","93,325","8,739","89,428","98,167",449,"1,117","3,010",282,"2,885","3,167"
mn-06-135588,mn,6,135588,147 3 AVENUE,40.73422211,-73.98665825,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"7,584","14,946","39,876","2,656","28,766","31,421",245,482,"1,286",86,928,"1,014"
mn-06-135591,mn,6,135591,441 2 AVENUE,40.73934123,-73.97998543,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,819","38,201","79,224","14,066","88,224","102,289",543,"1,232","2,556",454,"2,846","3,300"
mn-06-135647,mn,6,135647,465 2 AVENUE,40.73996264,-73.97954419,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"14,051","39,128","143,485","22,417","276,894","299,311",453,"1,262","4,629",723,"8,932","9,655"
mn-06-135679,mn,6,135679,384 2 AVENUE,40.73737306,-73.98115859,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"5,805","8,608","17,620","1,010","8,343","9,352",187,278,568,33,269,302
mn-06-135857,mn,6,135857,140 3 AVENUE,40.73391885,-73.98688143,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,689","10,894","25,138","2,306","27,934","30,240",216,351,811,74,901,975
mn-06-135879,mn,6,135879,900 3 AVENUE,40.7585484,-73.96895056,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.60%,"11,371","28,751","95,705","32,288","184,403","216,691",367,927,"3,087","1,042","5,948","6,990"
mn-06-136126,mn,6,136126,161 EAST 27 STREET,40.74148709,-73.98148039,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,512","19,179","55,196","4,039","69,811","73,850",275,619,"1,781",130,"2,252","2,382"
mn-06-136181,mn,6,136181,936 3 AVENUE,40.759756,-73.968048,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"11,794","28,377","79,647","8,559","86,460","95,019",380,915,"2,569",276,"2,789","3,065"
mn-06-136202,mn,6,136202,160 EAST 38 STREET,40.74828704,-73.97653468,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,433","29,163","107,508","13,264","198,944","212,208",401,941,"3,468",428,"6,418","6,845"
mn-06-136296,mn,6,136296,585 2 AVENUE,40.74365854,-73.97684323,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",0%,"30,689","88,753","247,576","42,709","350,385","393,094",990,"2,863","7,986","1,378","11,303","12,680"
mn-06-136356,mn,6,136356,1001 1 AVENUE,40.75694399,-73.96407038,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,080","20,196","45,215","6,082","43,455","49,537",325,651,"1,459",196,"1,402","1,598"
mn-06-136486,mn,6,136486,130 3 AVENUE,40.73369379,-73.98704351,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,807","19,394","45,518","6,327","95,986","102,313",381,626,"1,468",204,"3,096","3,300"
mn-06-136611,mn,6,136611,279 EAST 44 STREET,40.75129568,-73.9715336,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,249","41,231","114,818","19,092","175,329","194,422",427,"1,330","3,704",616,"5,656","6,272"
mn-06-136668,mn,6,136668,362 3 AVENUE,40.74098927,-73.98173228,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"5,367","12,967","65,073","11,588","246,277","257,866",173,418,"2,099",374,"7,944","8,318"
mn-06-136682,mn,6,136682,828 2 AVENUE,40.75118754,-73.97106076,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"21,013","60,529","172,367","41,107","251,845","292,952",678,"1,953","5,560","1,326","8,124","9,450"
mn-06-136968,mn,6,136968,129 EAST 29 STREET,40.743229,-73.981797,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,584","29,347","101,189","14,069","129,459","143,528",374,947,"3,264",454,"4,176","4,630"
mn-06-136985,mn,6,136985,1026 2 AVENUE,40.75741739,-73.96652752,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.73%,"25,863","83,555","188,173","23,869","172,187","196,056",834,"2,695","6,070",770,"5,554","6,324"
mn-06-137023,mn,6,137023,936 1 AVENUE,40.75469528,-73.96540561,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,902","18,600","48,113","4,101","39,085","43,186",319,600,"1,552",132,"1,261","1,393"
mn-06-137072,mn,6,137072,201 EAST 42 STREET,40.75071654,-73.97408803,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"31,959","79,965","235,156","69,056","296,307","365,363","1,031","2,580","7,586","2,228","9,558","11,786"
mn-06-137452,mn,6,137452,685 2 AVENUE,40.74686754,-73.97452006,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",53.42%,"18,023","29,058","67,004","6,061","62,371","68,433",581,937,"2,161",196,"2,012","2,208"
mn-06-137822,mn,6,137822,850 2 AVENUE,40.75183416,-73.97059306,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",82.68%,"11,027","20,515","39,842","6,227","34,845","41,072",356,662,"1,285",201,"1,124","1,325"
mn-06-137950,mn,6,137950,133 EAST 40 STREET,40.7500145,-73.97651851,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,038","15,131","59,749","5,360","95,600","100,960",227,488,"1,927",173,"3,084","3,257"
mn-06-137977,mn,6,137977,650 3 AVENUE,40.75037797,-73.97488777,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"19,762","39,811","108,426","15,500","115,340","130,839",637,"1,284","3,498",500,"3,721","4,221"
mn-06-138030,mn,6,138030,203 EAST 39 STREET,40.7487328,-73.97536339,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,730","24,676","135,905","26,906","430,785","457,691",282,796,"4,384",868,"13,896","14,764"
mn-06-138038,mn,6,138038,141 EAST 44 STREET,40.75263649,-73.97471723,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"1,802","2,483","5,618",863,"5,183","6,046","1,802","2,483","5,618",863,"5,183","6,046"
mn-06-138042,mn,6,138042,392 2 AVENUE,40.737627,-73.980968,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"15,333","28,311","63,964","11,809","84,554","96,363",495,913,"2,063",381,"2,728","3,108"
mn-06-138051,mn,6,138051,150 EAST 51 STREET,40.75679025,-73.97126273,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,304","33,820","120,402","14,871","178,271","193,142",429,"1,091","3,884",480,"5,751","6,230"
mn-06-138062,mn,6,138062,201 EAST 40 STREET,40.74930073,-73.9748182,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"8,897","27,146","108,989","13,675","162,251","175,926",287,876,"3,516",441,"5,234","5,675"
mn-06-138165,mn,6,138165,164 EAST 37 STREET,40.747672,-73.976965,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"16,677","28,454","65,236","10,360","107,597","117,957",538,918,"2,104",334,"3,471","3,805"
mn-06-138188,mn,6,138188,801 2 AVENUE,40.75045756,-73.97189334,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"29,728","76,644","187,280","33,139","208,689","241,828",959,"2,472","6,041","1,069","6,732","7,801"
mn-06-138218,mn,6,138218,129 EAST 39 STREET,40.74950281,-73.9771946,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"26,723","64,875","135,924","15,061","78,325","93,387",862,"2,093","4,385",486,"2,527","3,012"
mn-06-138284,mn,6,138284,137 EAST 24 STREET,40.74009245,-73.98392453,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,471","20,096","60,514","7,307","100,126","107,434",241,648,"1,952",236,"3,230","3,466"
mn-06-138318,mn,6,138318,643 2 AVENUE,40.74559596,-73.97544551,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"27,204","60,272","159,175","23,558","161,666","185,224",878,"1,944","5,135",760,"5,215","5,975"
mn-06-138462,mn,6,138462,199 EAST 25 STREET,40.740246,-73.982383,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"7,029","26,136","109,644","19,692","245,836","265,528",227,843,"3,537",635,"7,930","8,565"
mn-06-138539,mn,6,138539,124 EAST 40 STREET,40.750237,-73.977306,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,171","24,722","70,464","8,818","73,902","82,720",393,797,"2,273",284,"2,384","2,668"
mn-06-138570,mn,6,138570,245 EAST 40 STREET,40.74867273,-73.97332638,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,371","18,108","42,643","4,649","45,545","50,194",302,584,"1,376",150,"1,469","1,619"
mn-06-138795,mn,6,138795,416 2 AVENUE,40.73838376,-73.98039603,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,673","28,321","64,836","9,949","83,787","93,736",441,914,"2,091",321,"2,703","3,024"
mn-06-139110,mn,6,139110,880 3 AVENUE,40.75785145,-73.96943631,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"22,929","61,351","130,196","14,838","111,983","126,821",740,"1,979","4,200",479,"3,612","4,091"
mn-06-139745,mn,6,139745,730 3 AVENUE,40.753149,-73.972868,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",98.52%,"16,989","36,469","99,189","9,569","132,514","142,083",548,"1,176","3,200",309,"4,275","4,583"
mn-06-143917,mn,6,143917,139 EAST 58 STREET,40.76155923,-73.96839056,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"33,201","82,088","244,181","47,393","251,435","298,828","1,071","2,648","7,877","1,529","8,111","9,640"
mn-07-100260,mn,7,100260,214 WEST 96 STREET,40.79446154,-73.97157309,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"36,059","121,053","366,597","51,967","372,591","424,559","1,163","3,905","11,826","1,676","12,019","13,695"
mn-07-107263,mn,7,107263,720 AMSTERDAM AVENUE,40.7935244,-73.97088677,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"11,741","42,042","170,611","23,854","264,571","288,426",379,"1,356","5,504",769,"8,535","9,304"
mn-07-107743,mn,7,107743,200 WEST 106 STREET,40.80050433,-73.96610661,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,434","49,560","126,346","26,998","106,779","133,776",530,"1,599","4,076",871,"3,444","4,315"
mn-07-107744,mn,7,107744,105 WEST 106 STREET,40.79947246,-73.9631832,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"16,122","51,902","141,429","25,851","183,371","209,223",520,"1,674","4,562",834,"5,915","6,749"
mn-07-107801,mn,7,107801,243 WEST 99 STREET,40.79676125,-73.97065155,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,935","33,130","111,175","31,469","179,259","210,729",385,"1,069","3,586","1,015","5,783","6,798"
mn-07-107810,mn,7,107810,2704 BROADWAY,40.79933067,-73.96823224,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,802","46,586","145,847","17,520","204,006","221,526",445,"1,503","4,705",565,"6,581","7,146"
mn-07-107814,mn,7,107814,2350 BROADWAY,40.78800168,-73.97655103,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"28,232","105,048","354,017","62,900","979,293","1,042,193",911,"3,389","11,420","2,029","31,590","33,619"
mn-07-107815,mn,7,107815,590 AMSTERDAM AVENUE,40.78944465,-73.9738668,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,809","66,185","301,089","63,799","765,314","829,114",445,"2,135","9,713","2,058","24,688","26,746"
mn-07-107832,mn,7,107832,462 COLUMBUS AVENUE,40.78409642,-73.97404944,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,815","18,509","88,381","9,299","45,111","54,410",252,597,"2,851",300,"1,455","1,755"
mn-07-107918,mn,7,107918,230 WEST 95 STREET,40.79382166,-73.97203479,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"27,567","83,944","232,588","45,002","294,238","339,240",889,"2,708","7,503","1,452","9,492","10,943"
mn-07-107919,mn,7,107919,250 WEST 94 STREET,40.79342581,-73.97304342,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,585","29,097","103,651","41,546","150,117","191,663",277,939,"3,344","1,340","4,842","6,183"
mn-07-107927,mn,7,107927,2227 BROADWAY,40.784128,-73.979996,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,688","35,340","81,907","8,284","77,770","86,055",538,"1,140","2,642",267,"2,509","2,776"
mn-07-107980,mn,7,107980,975 COLUMBUS AVENUE,40.80040455,-73.96189127,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,157","24,599","73,044","12,883","79,517","92,400",263,794,"2,356",416,"2,565","2,981"
mn-07-108008,mn,7,108008,801 AMSTERDAM AVENUE,40.795951,-73.968849,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"11,431","28,189","86,736","12,572","123,487","136,059",369,909,"2,798",406,"3,983","4,389"
