Census Tract,FIPS Code,Formatted FIPS,Estimated number of households without broadband internet such a
"36047038500, NY",36047038500,36047038500,547
"36061012700, NY",36061012700,36061012700,587
"36047086800, NY",36047086800,36047086800,402
"36061007400, NY",36061007400,36061007400,308
"36061023000, NY",36061023000,36061023000,1313
"36005026100, NY",36005026100,36005026100,317
"36047065200, NY",36047065200,36047065200,125
"36047118800, NY",36047118800,36047118800,443
"36081004001, NY",36081004001,36081004001,175
"36005037300, NY",36005037300,36005037300,925
"36047000700, NY",36047000700,36047000700,182
"36047035602, NY",36047035602,36047035602,1334
"36047044400, NY",36047044400,36047044400,640
"36047039200, NY",36047039200,36047039200,283
"36081062900, NY",36081062900,36081062900,228
"36061014402, NY",36061014402,36061014402,400
"36047074200, NY",36047074200,36047074200,215
"36047053200, NY",36047053200,36047053200,305
"36047086000, NY",36047086000,36047086000,418
"36061005600, NY",36061005600,36061005600,467
"36047031300, NY",36047031300,36047031300,937
"36047067200, NY",36047067200,36047067200,81
"36061021600, NY",36061021600,36061021600,1094
"36047099400, NY",36047099400,36047099400,129
"36081009400, NY",36081009400,36081009400,239
"36061010400, NY",36061010400,36061010400,128
"36047080000, NY",36047080000,36047080000,411
"36005021002, NY",36005021002,36005021002,677
"36061012000, NY",36061012000,36061012000,280
"36061008400, NY",36061008400,36061008400,59
"36047039000, NY",36047039000,36047039000,145
"36061010200, NY",36061010200,36061010200,10
"36061010000, NY",36061010000,36061010000,114
"36081010100, NY",36081010100,36081010100,259
"36047075600, NY",36047075600,36047075600,113
"36047025000, NY",36047025000,36047025000,222
"36047075400, NY",36047075400,36047075400,112
"36047075000, NY",36047075000,36047075000,246
"36005022800, NY",36005022800,36005022800,887
"36047053400, NY",36047053400,36047053400,464
"36061012200, NY",36061012200,36061012200,387
"36081026600, NY",36081026600,36081026600,458
"36081010600, NY",36081010600,36081010600,286
"36061010300, NY",36061010300,36061010300,112
"36061008000, NY",36061008000,36061008000,638
"36047032300, NY",36047032300,36047032300,346
"36047053000, NY",36047053000,36047053000,455
"36005027700, NY",36005027700,36005027700,621
"36047025600, NY",36047025600,36047025600,323
"36047112000, NY",36047112000,36047112000,321
"36047075200, NY",36047075200,36047075200,72
"36047054800, NY",36047054800,36047054800,201
"36061008200, NY",36061008200,36061008200,218
"36047059600, NY",36047059600,36047059600,392
"36047069000, NY",36047069000,36047069000,128
"36047024600, NY",36047024600,36047024600,303
"36081028900, NY",36081028900,36081028900,545
"36047047200, NY",36047047200,36047047200,396
"36081052000, NY",36081052000,36081052000,99
"36061009500, NY",36061009500,36061009500,98
"36081074100, NY",36081074100,36081074100,272
"36047089400, NY",36047089400,36047089400,446
"36061016600, NY",36061016600,36061016600,1008
"36047023300, NY",36047023300,36047023300,678
"36047022900, NY",36047022900,36047022900,546
"36047057800, NY",36047057800,36047057800,348
"36081045000, NY",36081045000,36081045000,150
"36047007100, NY",36047007100,36047007100,502
"36005040100, NY",36005040100,36005040100,857
"36081058500, NY",36081058500,36081058500,422
"36081041500, NY",36081041500,36081041500,399
"36047055800, NY",36047055800,36047055800,311
"36081004300, NY",36081004300,36081004300,465
"36047056600, NY",36047056600,36047056600,252
"36047011200, NY",36047011200,36047011200,1014
"36047101000, NY",36047101000,36047101000,195
"36081071306, NY",36081071306,36081071306,635
"36047110600, NY",36047110600,36047110600,730
"36081014100, NY",36081014100,36081014100,173
"36047078600, NY",36047078600,36047078600,599
"36047037300, NY",36047037300,36047037300,759
"36005025400, NY",36005025400,36005025400,260
"36047074400, NY",36047074400,36047074400,99
"36047036200, NY",36047036200,36047036200,399
"36047004500, NY",36047004500,36047004500,221
"36081013800, NY",36081013800,36081013800,528
"36081039900, NY",36081039900,36081039900,360
"36005036800, NY",36005036800,36005036800,221
"36081044602, NY",36081044602,36081044602,523
"36047056200, NY",36047056200,36047056200,129
"36081042700, NY",36081042700,36081042700,325
"36047057300, NY",36047057300,36047057300,179
"36005042800, NY",36005042800,36005042800,212
"36081072100, NY",36081072100,36081072100,498
"36061025300, NY",36061025300,36061025300,1328
"36047121400, NY",36047121400,36047121400,586
"36005017100, NY",36005017100,36005017100,0
"36047020600, NY",36047020600,36047020600,119
"36081015900, NY",36081015900,36081015900,404
"36047081400, NY",36047081400,36047081400,265
"36081052200, NY",36081052200,36081052200,253
"36081051800, NY",36081051800,36081051800,267
"36047025800, NY",36047025800,36047025800,404
"36047019700, NY",36047019700,36047019700,430
"36047084000, NY",36047084000,36047084000,177
"36047082200, NY",36047082200,36047082200,1078
"36047023800, NY",36047023800,36047023800,904
"36047042600, NY",36047042600,36047042600,346
"36047023600, NY",36047023600,36047023600,1099
"36047050500, NY",36047050500,36047050500,650
"36047023400, NY",36047023400,36047023400,917
"36005012500, NY",36005012500,36005012500,454
"36047024000, NY",36047024000,36047024000,934
"36005026601, NY",36005026601,36005026601,412
"36005044800, NY",36005044800,36005044800,182
"36047052600, NY",36047052600,36047052600,454
"36047055400, NY",36047055400,36047055400,407
"36047018100, NY",36047018100,36047018100,348
"36047016700, NY",36047016700,36047016700,263
"36081037100, NY",36081037100,36081037100,101
"36047046400, NY",36047046400,36047046400,300
"36061006700, NY",36061006700,36061006700,474
"36061005200, NY",36061005200,36061005200,214
"36047054700, NY",36047054700,36047054700,696
"36047001100, NY",36047001100,36047001100,39
"36047068000, NY",36047068000,36047068000,106
"36047024900, NY",36047024900,36047024900,569
"36047112600, NY",36047112600,36047112600,662
"36047032500, NY",36047032500,36047032500,1077
"36047043300, NY",36047043300,36047043300,849
"36047043100, NY",36047043100,36047043100,680
"36005003700, NY",36005003700,36005003700,66
"36047042000, NY",36047042000,36047042000,213
"36061005400, NY",36061005400,36061005400,417
"36047042900, NY",36047042900,36047042900,754
"36047043500, NY",36047043500,36047043500,587
"36081050201, NY",36081050201,36081050201,134
"36005013500, NY",36005013500,36005013500,649
"36047040900, NY",36047040900,36047040900,623
"36047078200, NY",36047078200,36047078200,457
"36005037400, NY",36005037400,36005037400,753
"36047042500, NY",36047042500,36047042500,358
"36047021600, NY",36047021600,36047021600,558
"36047054500, NY",36047054500,36047054500,1555
"36047021400, NY",36047021400,36047021400,222
"36047003700, NY",36047003700,36047003700,34
"36047011400, NY",36047011400,36047011400,488
"36047053700, NY",36047053700,36047053700,569
"36081023000, NY",36081023000,36081023000,131
"36047015700, NY",36047015700,36047015700,260
"36081074500, NY",36081074500,36081074500,542
"36047055200, NY",36047055200,36047055200,325
"36047078400, NY",36047078400,36047078400,153
"36047043700, NY",36047043700,36047043700,845
"36047022800, NY",36047022800,36047022800,531
"36047091200, NY",36047091200,36047091200,925
"36081003200, NY",36081003200,36081003200,152
"36061005000, NY",36061005000,36061005000,296
"36047088400, NY",36047088400,36047088400,777
"36047024500, NY",36047024500,36047024500,483
"36047083800, NY",36047083800,36047083800,246
"36005021602, NY",36005021602,36005021602,650
"36081036500, NY",36081036500,36081036500,293
"36047044300, NY",36047044300,36047044300,848
"36005026702, NY",36005026702,36005026702,986
"36081116700, NY",36081116700,36081116700,269
"36005011900, NY",36005011900,36005011900,928
"36047084600, NY",36047084600,36047084600,196
"36081005500, NY",36081005500,36081005500,124
"36047004300, NY",36047004300,36047004300,172
"36047039100, NY",36047039100,36047039100,363
"36047044500, NY",36047044500,36047044500,566
"36047080600, NY",36047080600,36047080600,380
"36081028000, NY",36081028000,36081028000,199
"36047115200, NY",36047115200,36047115200,369
"36005017300, NY",36005017300,36005017300,905
"36047067800, NY",36047067800,36047067800,200
"36047065000, NY",36047065000,36047065000,120
"36061008900, NY",36061008900,36061008900,267
"36005021302, NY",36005021302,36005021302,875
"36061004700, NY",36061004700,36061004700,193
"36061008700, NY",36061008700,36061008700,422
"36061007300, NY",36061007300,36061007300,382
"36047026600, NY",36047026600,36047026600,246
"36047028900, NY",36047028900,36047028900,737
"36047014100, NY",36047014100,36047014100,270
"36047049700, NY",36047049700,36047049700,322
"36081058900, NY",36081058900,36081058900,422
"36081003100, NY",36081003100,36081003100,82
"36047064600, NY",36047064600,36047064600,166
"36061007100, NY",36061007100,36061007100,344
"36047049200, NY",36047049200,36047049200,453
"36047018200, NY",36047018200,36047018200,282
"36005006400, NY",36005006400,36005006400,589
"36081011000, NY",36081011000,36081011000,232
"36081009500, NY",36081009500,36081009500,150
"36047093600, NY",36047093600,36047093600,175
"36005021601, NY",36005021601,36005021601,680
"36047041200, NY",36047041200,36047041200,207
"36005016400, NY",36005016400,36005016400,118
"36081043900, NY",36081043900,36081043900,487
"36047003300, NY",36047003300,36047003300,329
"36047029100, NY",36047029100,36047029100,510
"36047029500, NY",36047029500,36047029500,492
"36047050600, NY",36047050600,36047050600,687
"36047029300, NY",36047029300,36047029300,752
"36081049301, NY",36081049301,36081049301,139
"36047042800, NY",36047042800,36047042800,463
"36047078000, NY",36047078000,36047078000,120
"36047053800, NY",36047053800,36047053800,770
"36081014800, NY",36081014800,36081014800,149
"36047041800, NY",36047041800,36047041800,343
"36047028400, NY",36047028400,36047028400,384
"36005015800, NY",36005015800,36005015800,192
"36047017800, NY",36047017800,36047017800,251
"36047034500, NY",36047034500,36047034500,304
"36047099000, NY",36047099000,36047099000,79
"36047012700, NY",36047012700,36047012700,483
"36081055900, NY",36081055900,36081055900,128
"36061027700, NY",36061027700,36061027700,1066
"36047097000, NY",36047097000,36047097000,216
"36081120100, NY",36081120100,36081120100,120
"36047034900, NY",36047034900,36047034900,712
"36005036100, NY",36005036100,36005036100,687
"36047077000, NY",36047077000,36047077000,269
"36047035300, NY",36047035300,36047035300,705
"36047058600, NY",36047058600,36047058600,204
"36047027400, NY",36047027400,36047027400,348
"36047038900, NY",36047038900,36047038900,329
"36047035100, NY",36047035100,36047035100,605
"36047039600, NY",36047039600,36047039600,156
"36047041500, NY",36047041500,36047041500,545
"36047102200, NY",36047102200,36047102200,150
"36047026000, NY",36047026000,36047026000,395
"36081071304, NY",36081071304,36081071304,937
"36047081000, NY",36047081000,36047081000,239
"36047013800, NY",36047013800,36047013800,367
"36005033800, NY",36005033800,36005033800,476
"36047111800, NY",36047111800,36047111800,354
"36081012500, NY",36081012500,36081012500,99
"36047041300, NY",36047041300,36047041300,658
"36047112200, NY",36047112200,36047112200,426
"36047041600, NY",36047041600,36047041600,271
"36047027700, NY",36047027700,36047027700,834
"36047074000, NY",36047074000,36047074000,219
"36047034300, NY",36047034300,36047034300,765
"36047027500, NY",36047027500,36047027500,470
"36047004100, NY",36047004100,36047004100,233
"36047006200, NY",36047006200,36047006200,254
"36047028100, NY",36047028100,36047028100,680
"36047027900, NY",36047027900,36047027900,723
"36047025300, NY",36047025300,36047025300,343
"36061002201, NY",36061002201,36061002201,1502
"36005013300, NY",36005013300,36005013300,876
"36047098800, NY",36047098800,36047098800,239
"36081011800, NY",36081011800,36081011800,177
"36047053100, NY",36047053100,36047053100,1257
"36081054900, NY",36081054900,36081054900,510
"36047000900, NY",36047000900,36047000900,198
"36047076400, NY",36047076400,36047076400,346
"36081001000, NY",36081001000,36081001000,277
"36047058200, NY",36047058200,36047058200,246
"36005021700, NY",36005021700,36005021700,664
"36081007900, NY",36081007900,36081007900,307
"36081045600, NY",36081045600,36081045600,47
"36047042400, NY",36047042400,36047042400,402
"36047121000, NY",36047121000,36047121000,481
"36047101200, NY",36047101200,36047101200,217
"36047092200, NY",36047092200,36047092200,423
"36061003400, NY",36061003400,36061003400,811
"36081066900, NY",36081066900,36081066900,110
"36005023000, NY",36005023000,36005023000,355
"36081056200, NY",36081056200,36081056200,124
"36047027800, NY",36047027800,36047027800,318
"36047114600, NY",36047114600,36047114600,438
"36081012800, NY",36081012800,36081012800,164
"36047011600, NY",36047011600,36047011600,329
"36047032100, NY",36047032100,36047032100,673
"36005037000, NY",36005037000,36005037000,246
"36047115600, NY",36047115600,36047115600,766
"36047039500, NY",36047039500,36047039500,685
"36005026300, NY",36005026300,36005026300,918
"36047073200, NY",36047073200,36047073200,244
"36047020500, NY",36047020500,36047020500,212
"36047043000, NY",36047043000,36047043000,554
"36047026500, NY",36047026500,36047026500,529
"36047040100, NY",36047040100,36047040100,407
"36047026700, NY",36047026700,36047026700,661
"36081046300, NY",36081046300,36081046300,350
"36047023100, NY",36047023100,36047023100,301
"36047116600, NY",36047116600,36047116600,296
"36047044700, NY",36047044700,36047044700,231
"36005034000, NY",36005034000,36005034000,824
"36047039700, NY",36047039700,36047039700,643
"36047058800, NY",36047058800,36047058800,336
"36005044901, NY",36005044901,36005044901,200
"36047051100, NY",36047051100,36047051100,682
"36061025100, NY",36061025100,36061025100,354
"36081071900, NY",36081071900,36081071900,249
"36047017900, NY",36047017900,36047017900,621
"36047037500, NY",36047037500,36047037500,445
"36047057400, NY",36047057400,36047057400,178
"36081041300, NY",36081041300,36081041300,417
"36081059000, NY",36081059000,36081059000,83
"36081027600, NY",36081027600,36081027600,265
"36047085600, NY",36047085600,36047085600,516
"36081047100, NY",36081047100,36081047100,251
"36047058000, NY",36047058000,36047058000,334
"36047057600, NY",36047057600,36047057600,260
"36047115000, NY",36047115000,36047115000,318
"36061029300, NY",36061029300,36061029300,1489
"36047059000, NY",36047059000,36047059000,160
"36061026300, NY",36061026300,36061026300,1119
"36047072000, NY",36047072000,36047072000,156
"36005002702, NY",36005002702,36005002702,690
"36005034400, NY",36005034400,36005034400,134
"36047011000, NY",36047011000,36047011000,192
"36005038200, NY",36005038200,36005038200,249
"36081028500, NY",36081028500,36081028500,565
"36047081800, NY",36047081800,36047081800,467
"36061030300, NY",36061030300,36061030300,408
"36081036100, NY",36081036100,36081036100,241
"36005044902, NY",36005044902,36005044902,247
"36005034200, NY",36005034200,36005034200,202
"36081010800, NY",36081010800,36081010800,283
"36047021800, NY",36047021800,36047021800,608
"36047026200, NY",36047026200,36047026200,265
"36005008400, NY",36005008400,36005008400,130
"36081062700, NY",36081062700,36081062700,297
"36061022302, NY",36061022302,36061022302,463
"36047092800, NY",36047092800,36047092800,374
"36081086500, NY",36081086500,36081086500,1253
"36005006800, NY",36005006800,36005006800,383
"36005012901, NY",36005012901,36005012901,645
"36061026100, NY",36061026100,36061026100,1846
"36081023800, NY",36081023800,36081023800,492
"36047003900, NY",36047003900,36047003900,335
"36047078800, NY",36047078800,36047078800,518
"36005003100, NY",36005003100,36005003100,263
"36081000200, NY",36081000200,36081000200,196
"36047102000, NY",36047102000,36047102000,79
"36081062300, NY",36081062300,36081062300,170
"36047068800, NY",36047068800,36047068800,103
"36047082800, NY",36047082800,36047082800,483
"36047055300, NY",36047055300,36047055300,248
"36047086600, NY",36047086600,36047086600,350
"36047013100, NY",36047013100,36047013100,247
"36047032900, NY",36047032900,36047032900,824
"36005021502, NY",36005021502,36005021502,894
"36005028700, NY",36005028700,36005028700,359
"36061016100, NY",36061016100,36061016100,669
"36047006700, NY",36047006700,36047006700,87
"36047022600, NY",36047022600,36047022600,250
"36005014900, NY",36005014900,36005014900,721
"36047098600, NY",36047098600,36047098600,228
"36047043800, NY",36047043800,36047043800,315
"36005043600, NY",36005043600,36005043600,167
"36047087000, NY",36047087000,36047087000,401
"36081037500, NY",36081037500,36081037500,263
"36081118500, NY",36081118500,36081118500,191
"36081035300, NY",36081035300,36081035300,207
"36081055100, NY",36081055100,36081055100,538
"36047067600, NY",36047067600,36047067600,153
"36047024400, NY",36047024400,36047024400,378
"36047115800, NY",36047115800,36047115800,440
"36047101400, NY",36047101400,36047101400,101
"36081060100, NY",36081060100,36081060100,200
"36047021500, NY",36047021500,36047021500,403
"36047013200, NY",36047013200,36047013200,177
"36047024300, NY",36047024300,36047024300,570
"36047029000, NY",36047029000,36047029000,565
"36047089800, NY",36047089800,36047089800,231
"36047002000, NY",36047002000,36047002000,138
"36061021303, NY",36061021303,36061021303,637
"36005039901, NY",36005039901,36005039901,691
"36047048000, NY",36047048000,36047048000,563
"36047117000, NY",36047117000,36047117000,219
"36081006502, NY",36081006502,36081006502,337
"36081027200, NY",36081027200,36081027200,260
"36081045500, NY",36081045500,36081045500,1410
"36047041402, NY",36047041402,36047041402,207
"36061022600, NY",36061022600,36061022600,839
"36081020600, NY",36081020600,36081020600,132
"36047006600, NY",36047006600,36047006600,238
"36047042100, NY",36047042100,36047042100,687
"36047045600, NY",36047045600,36047045600,337
"36047113400, NY",36047113400,36047113400,290
"36047040400, NY",36047040400,36047040400,301
"36047065600, NY",36047065600,36047065600,182
"36081040900, NY",36081040900,36081040900,570
"36005024600, NY",36005024600,36005024600,286
"36081005000, NY",36081005000,36081005000,14
"36061009400, NY",36061009400,36061009400,4
"36047064000, NY",36047064000,36047064000,108
"36047041900, NY",36047041900,36047041900,632
"36047120200, NY",36047120200,36047120200,88
"36047065800, NY",36047065800,36047065800,161
"36081050202, NY",36081050202,36081050202,88
"36005021100, NY",36005021100,36005021100,759
"36047040800, NY",36047040800,36047040800,270
"36047028800, NY",36047028800,36047028800,319
"36081029300, NY",36081029300,36081029300,93
"36047013700, NY",36047013700,36047013700,348
"36047117601, NY",36047117601,36047117601,298
"36005017500, NY",36005017500,36005017500,1576
"36047010200, NY",36047010200,36047010200,406
"36047086400, NY",36047086400,36047086400,249
"36005024300, NY",36005024300,36005024300,953
"36047010400, NY",36047010400,36047010400,438
"36047006000, NY",36047006000,36047006000,229
"36047066000, NY",36047066000,36047066000,188
"36047100600, NY",36047100600,36047100600,161
"36047117202, NY",36047117202,36047117202,399
"36047013500, NY",36047013500,36047013500,263
"36081046900, NY",36081046900,36081046900,842
"36081001600, NY",36081001600,36081001600,265
"36005042000, NY",36005042000,36005042000,776
"36047048100, NY",36047048100,36047048100,345
"36047116000, NY",36047116000,36047116000,346
"36061022700, NY",36061022700,36061022700,661
"36047087800, NY",36047087800,36047087800,383
"36005003300, NY",36005003300,36005003300,562
"36047031900, NY",36047031900,36047031900,450
"36047039900, NY",36047039900,36047039900,865
"36047013900, NY",36047013900,36047013900,126
"36047064800, NY",36047064800,36047064800,96
"36047065400, NY",36047065400,36047065400,108
"36081032700, NY",36081032700,36081032700,290
"36081033900, NY",36081033900,36081033900,224
"36081033700, NY",36081033700,36081033700,275
"36081011100, NY",36081011100,36081011100,285
"36081025700, NY",36081025700,36081025700,205
"36005020601, NY",36005020601,36005020601,396
"36047073400, NY",36047073400,36047073400,57
"36047009400, NY",36047009400,36047009400,364
"36047009800, NY",36047009800,36047009800,577
"36047010800, NY",36047010800,36047010800,445
"36047010000, NY",36047010000,36047010000,485
"36081045700, NY",36081045700,36081045700,312
"36047023000, NY",36047023000,36047023000,709
"36047010600, NY",36047010600,36047010600,435
"36047009600, NY",36047009600,36047009600,585
"36047120000, NY",36047120000,36047120000,152
"36047015300, NY",36047015300,36047015300,149
"36081055500, NY",36081055500,36081055500,198
"36081013600, NY",36081013600,36081013600,215
"36047022100, NY",36047022100,36047022100,482
"36005038100, NY",36005038100,36005038100,900
"36081015400, NY",36081015400,36081015400,115
"36047021000, NY",36047021000,36047021000,329
"36081043701, NY",36081043701,36081043701,217
"36047027300, NY",36047027300,36047027300,531
"36047015500, NY",36047015500,36047015500,226
"36005038800, NY",36005038800,36005038800,307
"36061004300, NY",36061004300,36061004300,430
"36061020600, NY",36061020600,36061020600,599
"36047015100, NY",36047015100,36047015100,187
"36047042700, NY",36047042700,36047042700,710
"36061020800, NY",36061020800,36061020800,897
"36081086100, NY",36081086100,36081086100,281
"36047028700, NY",36047028700,36047028700,499
"36047027600, NY",36047027600,36047027600,317
"36005004800, NY",36005004800,36005004800,515
"36061018800, NY",36061018800,36061018800,1036
"36047089600, NY",36047089600,36047089600,808
"36047096800, NY",36047096800,36047096800,129
"36047018400, NY",36047018400,36047018400,147
"36005019700, NY",36005019700,36005019700,673
"36047100800, NY",36047100800,36047100800,146
"36047043200, NY",36047043200,36047043200,523
"36047082000, NY",36047082000,36047082000,722
"36047013300, NY",36047013300,36047013300,119
"36047009000, NY",36047009000,36047009000,329
"36005024700, NY",36005024700,36005024700,319
"36081014700, NY",36081014700,36081014700,414
"36081002600, NY",36081002600,36081002600,162
"36081015500, NY",36081015500,36081015500,147
"36047012100, NY",36047012100,36047012100,85
"36081002200, NY",36081002200,36081002200,193
"36047068600, NY",36047068600,36047068600,184
"36047077400, NY",36047077400,36047077400,158
"36081003900, NY",36081003900,36081003900,127
"36081012601, NY",36081012601,36081012601,157
"36081015000, NY",36081015000,36081015000,182
"36081012602, NY",36081012602,36081012602,184
"36081037700, NY",36081037700,36081037700,246
"36047007000, NY",36047007000,36047007000,321
"36047087200, NY",36047087200,36047087200,338
"36081012000, NY",36081012000,36081012000,232
"36047021900, NY",36047021900,36047021900,454
"36061028300, NY",36061028300,36061028300,895
"36047040600, NY",36047040600,36047040600,265
"36081020200, NY",36081020200,36081020200,98
"36081085900, NY",36081085900,36081085900,670
"36047014000, NY",36047014000,36047014000,184
"36005039400, NY",36005039400,36005039400,476
"36005038302, NY",36005038302,36005038302,864
"36047031100, NY",36047031100,36047031100,451
"36047083200, NY",36047083200,36047083200,149
"36081065702, NY",36081065702,36081065702,210
"36005030100, NY",36005030100,36005030100,172
"36081002000, NY",36081002000,36081002000,102
"36081071303, NY",36081071303,36081071303,553
"36081058700, NY",36081058700,36081058700,392
"36061025700, NY",36061025700,36061025700,403
"36081086300, NY",36081086300,36081086300,995
"36047085000, NY",36047085000,36047085000,102
"36047116800, NY",36047116800,36047116800,162
"36047117602, NY",36047117602,36047117602,392
"36081027400, NY",36081027400,36081027400,259
"36081055300, NY",36081055300,36081055300,262
"36047029900, NY",36047029900,36047029900,371
"36047007400, NY",36047007400,36047007400,433
"36081026200, NY",36081026200,36081026200,129
"36005023200, NY",36005023200,36005023200,298
"36047116200, NY",36047116200,36047116200,278
"36081058300, NY",36081058300,36081058300,254
"36047048800, NY",36047048800,36047048800,478
"36047020800, NY",36047020800,36047020800,294
"36047102400, NY",36047102400,36047102400,151
"36047036400, NY",36047036400,36047036400,344
"36047030900, NY",36047030900,36047030900,298
"36081018000, NY",36081018000,36081018000,31
"36005003500, NY",36005003500,36005003500,603
"36061006100, NY",36061006100,36061006100,303
"36047041000, NY",36047041000,36047041000,114
"36081058100, NY",36081058100,36081058100,155
"36047033100, NY",36047033100,36047033100,334
"36081046700, NY",36081046700,36081046700,833
"36047052300, NY",36047052300,36047052300,903
"36005021900, NY",36005021900,36005021900,198
"36047087600, NY",36047087600,36047087600,263
"36005040502, NY",36005040502,36005040502,973
"36081002400, NY",36081002400,36081002400,107
"36081007300, NY",36081007300,36081007300,337
"36047044100, NY",36047044100,36047044100,839
"36047050900, NY",36047050900,36047050900,609
"36047023500, NY",36047023500,36047023500,497
"36005017702, NY",36005017702,36005017702,648
"36047049900, NY",36047049900,36047049900,214
"36047041700, NY",36047041700,36047041700,731
"36047044600, NY",36047044600,36047044600,191
"36047020300, NY",36047020300,36047020300,110
"36005007300, NY",36005007300,36005007300,691
"36047119000, NY",36047119000,36047119000,199
"36047117800, NY",36047117800,36047117800,210
"36047086200, NY",36047086200,36047086200,384
"36047031702, NY",36047031702,36047031702,322
"36047034700, NY",36047034700,36047034700,619
"36047034100, NY",36047034100,36047034100,382
"36047051200, NY",36047051200,36047051200,778
"36081011600, NY",36081011600,36081011600,223
"36047031701, NY",36047031701,36047031701,400
"36081035100, NY",36081035100,36081035100,373
"36005014701, NY",36005014701,36005014701,1196
"36081048100, NY",36081048100,36081048100,706
"36047043400, NY",36047043400,36047043400,397
"36081027100, NY",36081027100,36081027100,625
"36061018100, NY",36061018100,36061018100,945
"36047063800, NY",36047063800,36047063800,128
"36047020700, NY",36047020700,36047020700,384
"36047025500, NY",36047025500,36047025500,765
"36081041100, NY",36081041100,36081041100,193
"36047007600, NY",36047007600,36047007600,496
"36047050202, NY",36047050202,36047050202,335
"36047025100, NY",36047025100,36047025100,573
"36047036100, NY",36047036100,36047036100,592
"36047035500, NY",36047035500,36047035500,909
"36081012100, NY",36081012100,36081012100,254
"36047007800, NY",36047007800,36047007800,531
"36047040500, NY",36047040500,36047040500,212
"36061021400, NY",36061021400,36061021400,455
"36081005100, NY",36081005100,36081005100,172
"36047084800, NY",36047084800,36047084800,173
"36047018300, NY",36047018300,36047018300,132
"36047043600, NY",36047043600,36047043600,471
"36081045900, NY",36081045900,36081045900,174
"36047019500, NY",36047019500,36047019500,377
"36005041500, NY",36005041500,36005041500,885
"36081014300, NY",36081014300,36081014300,446
"36047012901, NY",36047012901,36047012901,86
"36061029500, NY",36061029500,36061029500,857
"36005005600, NY",36005005600,36005005600,386
"36081013500, NY",36081013500,36081013500,134
"36005020400, NY",36005020400,36005020400,307
"36005004600, NY",36005004600,36005004600,161
"36081009800, NY",36081009800,36081009800,135
"36047102600, NY",36047102600,36047102600,182
"36047008000, NY",36047008000,36047008000,441
"36081036300, NY",36081036300,36081036300,139
"36005024100, NY",36005024100,36005024100,650
"36047041100, NY",36047041100,36047041100,558
"36047079602, NY",36047079602,36047079602,595
"36047041401, NY",36047041401,36047041401,79
"36081063301, NY",36081063301,36081063301,109
"36047008200, NY",36047008200,36047008200,529
"36047020000, NY",36047020000,36047020000,147
"36047020200, NY",36047020200,36047020200,120
"36047020400, NY",36047020400,36047020400,145
"36047019800, NY",36047019800,36047019800,192
"36047099200, NY",36047099200,36047099200,100
"36081069300, NY",36081069300,36081069300,341
"36047026900, NY",36047026900,36047026900,416
"36081015100, NY",36081015100,36081015100,210
"36047027000, NY",36047027000,36047027000,307
"36081063302, NY",36081063302,36081063302,121
"36081066100, NY",36081066100,36081066100,119
"36081044301, NY",36081044301,36081044301,581
"36047085800, NY",36047085800,36047085800,225
"36047015000, NY",36047015000,36047015000,161
"36047014800, NY",36047014800,36047014800,167
"36005020900, NY",36005020900,36005020900,805
"36047003500, NY",36047003500,36047003500,173
"36081085700, NY",36081085700,36081085700,992
"36081071305, NY",36081071305,36081071305,558
"36047045400, NY",36047045400,36047045400,206
"36047027200, NY",36047027200,36047027200,431
"36047100400, NY",36047100400,36047100400,232
"36047118600, NY",36047118600,36047118600,176
"36047093800, NY",36047093800,36047093800,238
"36061018500, NY",36061018500,36061018500,566
"36081085500, NY",36081085500,36081085500,1339
"36081054700, NY",36081054700,36081054700,544
"36081005200, NY",36081005200,36081005200,163
"36005037800, NY",36005037800,36005037800,408
"36047087401, NY",36047087401,36047087401,621
"36005014300, NY",36005014300,36005014300,265
"36081046500, NY",36081046500,36081046500,329
"36047053500, NY",36047053500,36047053500,903
"36061020000, NY",36061020000,36061020000,357
"36081069701, NY",36081069701,36081069701,390
"36005028100, NY",36005028100,36005028100,486
"36047079801, NY",36047079801,36047079801,281
"36081007500, NY",36081007500,36081007500,395
"36081040500, NY",36081040500,36081040500,309
"36047034000, NY",36047034000,36047034000,284
"36047049500, NY",36047049500,36047049500,232
"36047117201, NY",36047117201,36047117201,231
"36081004002, NY",36081004002,36081004002,66
"36081015700, NY",36081015700,36081015700,140
"36047085400, NY",36047085400,36047085400,177
"36047046201, NY",36047046201,36047046201,558
"36005002500, NY",36005002500,36005002500,836
"36081014500, NY",36081014500,36081014500,221
"36047056900, NY",36047056900,36047056900,162
"36081025301, NY",36081025301,36081025301,367
"36081059900, NY",36081059900,36081059900,128
"36005037600, NY",36005037600,36005037600,220
"36047012902, NY",36047012902,36047012902,140
"36081007700, NY",36081007700,36081007700,128
"36005040800, NY",36005040800,36005040800,638
"36005035900, NY",36005035900,36005035900,218
"36047118201, NY",36047118201,36047118201,263
"36047036501, NY",36047036501,36047036501,369
"36005025300, NY",36005025300,36005025300,747
"36061015801, NY",36061015801,36061015801,431
"36061016001, NY",36061016001,36061016001,120
"36061014802, NY",36061014802,36061014802,543
"36061015002, NY",36061015002,36061015002,137
"36047083400, NY",36047083400,36047083400,138
"36005022403, NY",36005022403,36005022403,503
"36047052500, NY",36047052500,36047052500,542
"36047050300, NY",36047050300,36047050300,354
